animal,food,preference,time_of_day,timestamp
bird,Banana,2,Morning,2024-02-29 12:14:25
Cat,Banana,5,Morning,2024-03-14 11:23:17
Dog,Grape,1,Evening,2024-01-14 13:51:36
Dog,Banana,3,Afternoon,2024-05-08 04:06:33
bird,Orange,5,Afternoon,2024-04-11 21:24:25
Dog,Banana,2,Evening,2024-03-28 05:43:03
Dog,Apple,3,Afternoon,2024-03-25 15:54:33
bird,Orange,2,Morning,2024-03-06 23:10:03
Dog,Watermelon,4,Evening,2024-02-27 05:25:39
bird,Watermelon,5,Evening,2024-06-22 08:19:20
Cat,Grape,2,Evening,2024-04-25 14:24:44
bird,Grape,5,Morning,2024-04-09 00:57:24
Dog,Apple,1,Afternoon,2024-01-09 09:52:12
bird,Orange,1,Afternoon,2024-04-06 22:17:09
Dog,Watermelon,1,Morning,2024-01-02 09:55:46
Dog,Apple,4,Morning,2024-01-31 15:12:52
Dog,Apple,1,Afternoon,2024-06-29 05:27:05
Dog,Orange,1,Morning,2024-01-10 02:54:06
Cat,Banana,2,Morning,2024-05-04 01:50:17
bird,Banana,1,Evening,2024-02-23 06:40:19
Cat,Apple,5,Evening,2024-01-11 09:44:44
Cat,Watermelon,2,Evening,2024-01-19 13:36:01
Dog,Orange,3,Afternoon,2024-07-05 15:46:07
Cat,Grape,4,Morning,2024-05-01 16:31:46
Dog,Grape,3,Evening,2024-04-28 09:40:15
bird,Apple,1,Evening,2024-02-17 10:35:30
Cat,Orange,4,Morning,2024-01-29 19:10:15
bird,Grape,5,Afternoon,2024-02-28 10:07:47
bird,Apple,4,Evening,2024-03-14 16:41:28
Cat,Watermelon,3,Morning,2024-04-21 22:00:03
bird,Grape,2,Morning,2024-07-10 13:36:34
Cat,Grape,2,Morning,2024-05-05 01:45:32
bird,Watermelon,2,Evening,2024-05-17 02:37:40
Cat,Apple,3,Morning,2024-06-19 13:13:57
Cat,Grape,3,Afternoon,2024-03-30 13:18:44
Dog,Grape,5,Evening,2024-06-01 17:43:52
Cat,Grape,1,Afternoon,2024-05-18 01:33:12
bird,Grape,1,Evening,2024-01-29 19:55:42
Cat,Apple,1,Morning,2024-01-13 22:43:25
Cat,Grape,5,Afternoon,2024-03-06 16:22:02
Cat,Banana,5,Afternoon,2024-04-24 03:31:24
bird,Watermelon,3,Evening,2024-03-03 17:06:01
bird,Watermelon,5,Afternoon,2024-01-27 01:21:07
bird,Apple,2,Evening,2024-04-24 06:34:38
Dog,Banana,1,Afternoon,2024-06-30 03:13:38
Cat,Watermelon,5,Morning,2024-01-07 20:10:01
Dog,Grape,5,Evening,2024-01-16 05:19:26
Cat,Apple,2,Afternoon,2024-03-31 16:23:06
Cat,Grape,5,Evening,2024-04-09 05:44:39
Dog,Watermelon,5,Morning,2024-04-04 18:11:16
Cat,Orange,2,Evening,2024-06-28 15:01:52
bird,Grape,5,Afternoon,2024-01-08 18:26:35
bird,Watermelon,1,Morning,2024-04-13 10:43:34
Dog,Grape,2,Morning,2024-06-30 08:45:53
bird,Banana,4,Morning,2024-03-26 06:00:14
Cat,Watermelon,4,Evening,2024-03-04 20:04:04
bird,Orange,3,Morning,2024-04-29 12:29:10
Dog,Grape,3,Morning,2024-05-23 11:57:47
Cat,Watermelon,4,Afternoon,2024-06-08 16:45:15
bird,Grape,1,Evening,2024-06-10 03:09:39
bird,Apple,5,Morning,2024-05-17 05:48:02
Dog,Orange,1,Evening,2024-03-05 08:40:08
Cat,Grape,1,Morning,2024-01-27 08:46:26
Cat,Apple,1,Afternoon,2024-03-16 11:41:52
Dog,Grape,5,Morning,2024-03-11 14:28:38
bird,Watermelon,5,Afternoon,2024-04-06 00:44:28
Cat,Watermelon,3,Morning,2024-04-29 00:33:56
bird,Apple,4,Afternoon,2024-03-10 12:55:43
bird,Apple,5,Afternoon,2024-06-01 08:09:39
bird,Orange,1,Evening,2024-04-07 04:47:16
Cat,Orange,4,Evening,2024-06-20 14:22:48
Cat,Watermelon,4,Morning,2024-05-21 02:42:18
Dog,Banana,5,Afternoon,2024-06-25 21:04:02
Dog,Apple,4,Evening,2024-01-01 12:50:47
bird,Banana,5,Afternoon,2024-06-22 14:12:54
Cat,Watermelon,5,Morning,2024-07-11 19:21:44
Dog,Watermelon,5,Morning,2024-06-05 16:15:48
Cat,Banana,4,Evening,2024-02-11 18:35:15
bird,Watermelon,3,Evening,2024-06-15 14:02:30
Cat,Orange,2,Morning,2024-02-12 16:15:20
Dog,Watermelon,2,Evening,2024-01-07 03:49:30
Cat,Banana,2,Evening,2024-04-15 00:34:45
bird,Grape,2,Afternoon,2024-05-02 12:41:43
Cat,Banana,1,Afternoon,2024-07-02 00:17:32
bird,Apple,5,Evening,2024-04-03 13:28:54
Cat,Banana,3,Afternoon,2024-01-17 09:33:48
Dog,Grape,3,Evening,2024-06-04 10:34:04
bird,Grape,1,Evening,2024-02-01 19:31:22
Cat,Watermelon,3,Morning,2024-06-24 19:39:07
Dog,Orange,3,Morning,2024-05-15 13:33:37
bird,Grape,3,Afternoon,2024-02-04 13:19:13
bird,Watermelon,4,Afternoon,2024-01-09 11:58:32
Cat,Orange,5,Evening,2024-02-12 06:26:55
bird,Orange,5,Afternoon,2024-05-05 04:37:10
bird,Apple,5,Afternoon,2024-04-23 13:02:06
Cat,Apple,1,Afternoon,2024-01-12 00:44:01
Dog,Grape,4,Morning,2024-06-08 05:45:58
Cat,Orange,4,Morning,2024-04-26 05:51:44
Cat,Banana,2,Afternoon,2024-01-22 16:45:49
Dog,Orange,1,Evening,2024-02-09 16:41:18
Dog,Grape,1,Evening,2024-03-12 00:37:39
Cat,Watermelon,1,Evening,2024-07-06 02:00:44
bird,Watermelon,5,Morning,2024-05-30 11:16:07
Cat,Banana,1,Morning,2024-03-29 17:26:02
Cat,Grape,5,Afternoon,2024-05-03 09:00:10
Dog,Orange,5,Evening,2024-06-07 23:23:50
bird,Banana,2,Afternoon,2024-05-28 01:25:59
Cat,Orange,1,Morning,2024-02-10 10:25:36
Dog,Apple,1,Afternoon,2024-02-22 06:06:48
Dog,Apple,3,Morning,2024-04-01 17:21:13
bird,Orange,4,Evening,2024-01-24 01:51:47
bird,Banana,5,Morning,2024-06-06 06:06:28
Dog,Grape,2,Evening,2024-02-22 09:57:43
Dog,Grape,1,Morning,2024-06-05 01:21:59
Cat,Apple,2,Morning,2024-02-29 03:08:34
Cat,Banana,5,Morning,2024-05-18 01:02:18
Dog,Watermelon,4,Morning,2024-01-28 18:29:50
Dog,Grape,2,Evening,2024-06-28 12:19:12
Cat,Banana,1,Evening,2024-02-16 15:26:57
Dog,Apple,2,Morning,2024-02-15 06:29:14
bird,Watermelon,5,Morning,2024-07-01 03:22:02
Dog,Orange,3,Afternoon,2024-05-30 16:59:58
bird,Orange,5,Morning,2024-04-17 11:18:30
Cat,Orange,1,Morning,2024-03-14 02:22:22
bird,Apple,5,Afternoon,2024-07-13 15:11:33
bird,Banana,2,Afternoon,2024-07-11 14:09:49
bird,Banana,3,Afternoon,2024-03-05 01:20:47
Dog,Banana,2,Evening,2024-04-14 01:53:11
Cat,Watermelon,1,Morning,2024-01-22 04:16:11
Dog,Orange,2,Afternoon,2024-04-08 12:21:25
Cat,Orange,1,Afternoon,2024-02-15 15:26:21
bird,Watermelon,2,Evening,2024-04-29 20:18:26
bird,Orange,3,Morning,2024-02-01 21:32:38
Cat,Orange,3,Afternoon,2024-04-06 10:26:33
Dog,Grape,5,Morning,2024-02-24 17:05:32
Cat,Orange,2,Morning,2024-03-08 08:37:26
bird,Orange,2,Evening,2024-05-25 02:52:10
Cat,Banana,4,Afternoon,2024-04-24 23:28:29
bird,Orange,4,Evening,2024-06-08 14:20:15
bird,Grape,1,Morning,2024-02-03 12:40:13
Cat,Banana,1,Evening,2024-03-14 08:50:01
Cat,Banana,5,Afternoon,2024-02-01 07:36:49
Cat,Orange,5,Morning,2024-05-25 01:55:51
bird,Banana,1,Evening,2024-03-28 14:41:57
Dog,Grape,4,Evening,2024-02-23 08:49:19
bird,Orange,4,Morning,2024-04-27 16:50:12
Dog,Banana,2,Morning,2024-06-30 20:46:25
bird,Orange,5,Evening,2024-05-03 18:43:03
bird,Watermelon,2,Afternoon,2024-04-05 19:54:04
Cat,Apple,3,Evening,2024-02-20 21:34:00
Dog,Banana,5,Morning,2024-03-27 09:05:09
bird,Grape,5,Afternoon,2024-05-07 15:13:55
bird,Orange,2,Morning,2024-03-22 00:41:51
Dog,Banana,1,Afternoon,2024-01-22 23:16:24
bird,Banana,3,Morning,2024-01-17 06:13:04
Cat,Apple,5,Morning,2024-03-06 22:15:56
Dog,Grape,2,Evening,2024-02-20 23:39:22
Cat,Banana,4,Afternoon,2024-05-09 03:29:05
bird,Grape,2,Evening,2024-05-15 11:34:16
Cat,Banana,5,Afternoon,2024-06-07 00:57:37
bird,Watermelon,4,Morning,2024-01-07 23:37:19
bird,Apple,3,Afternoon,2024-03-04 07:05:36
Cat,Grape,1,Evening,2024-07-02 17:57:23
Cat,Orange,5,Morning,2024-04-26 06:47:26
Dog,Grape,5,Morning,2024-06-16 14:38:43
Dog,Orange,1,Evening,2024-04-11 08:38:44
Cat,Apple,5,Afternoon,2024-01-24 22:10:26
Dog,Grape,5,Afternoon,2024-04-22 00:07:45
Cat,Apple,5,Morning,2024-01-10 07:38:21
Dog,Apple,1,Morning,2024-02-25 05:15:16
bird,Watermelon,2,Evening,2024-06-14 08:18:51
Dog,Banana,2,Morning,2024-06-27 07:06:22
bird,Watermelon,1,Afternoon,2024-05-09 03:29:49
bird,Banana,3,Morning,2024-04-26 17:32:31
Cat,Apple,3,Morning,2024-04-25 09:47:02
Dog,Banana,4,Afternoon,2024-05-04 05:13:56
Cat,Orange,1,Morning,2024-06-24 12:18:45
Cat,Banana,3,Evening,2024-03-07 06:17:41
bird,Apple,4,Afternoon,2024-05-19 20:10:42
Cat,Apple,3,Afternoon,2024-03-22 06:53:01
bird,Apple,1,Evening,2024-05-16 00:12:55
bird,Banana,5,Afternoon,2024-02-14 17:58:53
Dog,Banana,4,Morning,2024-06-06 23:30:48
Cat,Orange,2,Morning,2024-01-20 21:39:53
Dog,Apple,5,Afternoon,2024-01-11 17:58:27
Dog,Grape,2,Morning,2024-07-08 22:21:24
Dog,Orange,3,Afternoon,2024-06-13 11:02:32
bird,Apple,1,Morning,2024-05-18 13:13:41
bird,Apple,2,Evening,2024-06-04 01:06:51
bird,Banana,1,Evening,2024-03-16 06:13:47
Cat,Grape,2,Afternoon,2024-02-22 21:39:57
Cat,Orange,1,Morning,2024-06-11 15:46:03
Cat,Orange,1,Evening,2024-06-01 10:40:54
Cat,Grape,3,Afternoon,2024-04-05 16:42:06
Cat,Apple,2,Evening,2024-07-16 01:50:43
bird,Orange,2,Morning,2024-03-25 06:54:03
Dog,Banana,2,Morning,2024-01-30 07:11:45
Cat,Grape,1,Afternoon,2024-06-24 03:06:22
Dog,Watermelon,2,Afternoon,2024-06-20 16:33:03
Dog,Banana,3,Evening,2024-01-28 20:07:00
bird,Banana,2,Evening,2024-03-25 03:55:53
Cat,Watermelon,2,Evening,2024-05-01 20:13:28
Dog,Grape,2,Evening,2024-04-02 02:21:48
bird,Banana,4,Evening,2024-02-21 02:26:24
Dog,Grape,5,Afternoon,2024-07-11 05:26:40
bird,Watermelon,1,Afternoon,2024-05-08 21:12:28
bird,Orange,2,Evening,2024-03-15 09:27:42
bird,Banana,4,Afternoon,2024-05-12 15:39:46
Dog,Banana,3,Morning,2024-05-15 09:07:47
bird,Banana,3,Morning,2024-03-13 03:25:28
Dog,Grape,1,Morning,2024-05-29 16:39:12
Dog,Grape,3,Evening,2024-01-10 00:56:56
bird,Apple,3,Afternoon,2024-03-25 15:25:14
bird,Watermelon,5,Afternoon,2024-04-18 14:23:01
Dog,Grape,2,Afternoon,2024-04-14 09:09:29
Cat,Banana,2,Evening,2024-04-11 16:42:58
Dog,Orange,2,Evening,2024-04-28 05:31:26
Dog,Grape,5,Afternoon,2024-02-02 21:55:15
Cat,Grape,5,Evening,2024-07-06 04:08:55
Cat,Apple,3,Afternoon,2024-05-27 12:09:25
Dog,Apple,1,Afternoon,2024-04-12 01:50:00
bird,Grape,1,Morning,2024-03-01 11:01:16
Dog,Banana,3,Morning,2024-02-19 22:29:33
bird,Watermelon,4,Evening,2024-04-14 19:56:21
bird,Apple,1,Afternoon,2024-04-29 03:16:04
bird,Grape,5,Morning,2024-01-07 02:19:08
bird,Watermelon,1,Morning,2024-03-31 00:17:06
Cat,Banana,5,Morning,2024-06-24 13:45:03
Dog,Grape,4,Afternoon,2024-01-11 01:22:28
Dog,Orange,4,Morning,2024-04-05 08:09:47
Cat,Apple,3,Evening,2024-07-05 18:22:06
Dog,Apple,1,Morning,2024-03-04 11:23:27
bird,Orange,5,Afternoon,2024-02-26 02:01:53
Cat,Grape,5,Afternoon,2024-03-06 17:53:06
bird,Grape,5,Morning,2024-01-17 03:48:52
Dog,Orange,5,Morning,2024-05-12 02:09:00
Cat,Grape,4,Afternoon,2024-01-08 20:45:37
bird,Watermelon,2,Evening,2024-02-15 19:50:49
Cat,Watermelon,3,Afternoon,2024-05-11 20:16:31
Dog,Watermelon,3,Evening,2024-07-01 01:56:14
bird,Watermelon,5,Evening,2024-07-11 05:11:52
bird,Grape,3,Afternoon,2024-01-19 07:29:18
Cat,Apple,3,Morning,2024-07-13 09:51:42
bird,Banana,4,Morning,2024-01-11 08:16:02
Dog,Grape,2,Evening,2024-04-26 22:32:41
bird,Orange,3,Morning,2024-05-27 07:25:38
bird,Orange,5,Afternoon,2024-04-18 08:49:47
bird,Grape,1,Morning,2024-06-25 14:48:07
Cat,Grape,1,Morning,2024-02-29 13:39:07
Dog,Apple,2,Afternoon,2024-03-19 23:51:08
Cat,Watermelon,4,Afternoon,2024-06-09 22:07:53
bird,Orange,3,Evening,2024-05-28 06:30:47
bird,Grape,2,Evening,2024-06-22 14:37:10
bird,Watermelon,5,Morning,2024-04-27 08:27:30
bird,Orange,2,Morning,2024-03-30 08:26:20
Cat,Orange,2,Evening,2024-06-26 17:21:46
Dog,Orange,2,Morning,2024-03-27 04:10:59
Dog,Watermelon,4,Afternoon,2024-01-26 15:58:21
Cat,Orange,2,Afternoon,2024-01-09 15:40:53
Cat,Orange,1,Afternoon,2024-04-03 08:22:33
bird,Grape,3,Morning,2024-03-15 03:13:24
Cat,Orange,5,Afternoon,2024-01-08 02:21:01
Dog,Grape,4,Evening,2024-01-09 05:02:26
bird,Orange,3,Morning,2024-05-30 11:42:29
bird,Watermelon,4,Morning,2024-01-23 22:20:27
Cat,Grape,5,Afternoon,2024-03-09 05:14:31
bird,Banana,5,Afternoon,2024-03-09 22:06:41
Cat,Grape,4,Afternoon,2024-01-30 06:09:28
Cat,Banana,3,Afternoon,2024-06-25 01:20:09
Cat,Grape,4,Morning,2024-02-20 08:10:05
Cat,Watermelon,3,Evening,2024-05-16 13:38:29
Dog,Apple,3,Evening,2024-03-03 17:37:53
Dog,Apple,2,Afternoon,2024-05-06 18:52:44
Dog,Banana,2,Morning,2024-01-26 00:56:33
Dog,Grape,2,Morning,2024-07-03 19:47:54
bird,Grape,4,Afternoon,2024-06-05 14:51:15
Dog,Orange,5,Afternoon,2024-07-11 02:55:26
Dog,Apple,4,Evening,2024-02-27 06:59:52
Cat,Grape,5,Morning,2024-05-02 21:07:58
Cat,Watermelon,2,Morning,2024-03-11 18:53:06
Cat,Grape,4,Evening,2024-05-28 22:07:31
Dog,Orange,2,Morning,2024-01-23 16:48:25
Dog,Orange,1,Morning,2024-04-06 04:29:19
Cat,Banana,5,Evening,2024-02-22 09:30:51
bird,Orange,2,Evening,2024-07-02 20:22:10
bird,Banana,4,Morning,2024-05-18 12:54:19
Cat,Banana,3,Morning,2024-02-27 13:13:04
Cat,Grape,3,Evening,2024-05-01 11:12:10
Cat,Watermelon,5,Morning,2024-05-09 06:04:29
Cat,Watermelon,5,Afternoon,2024-04-11 13:27:45
Dog,Banana,3,Evening,2024-03-11 20:23:40
Cat,Watermelon,1,Morning,2024-01-23 16:39:04
Dog,Apple,4,Morning,2024-03-03 14:19:48
Dog,Watermelon,4,Morning,2024-02-14 01:01:34
bird,Apple,5,Morning,2024-05-20 02:07:47
bird,Watermelon,2,Afternoon,2024-04-07 21:51:23
bird,Orange,5,Morning,2024-06-26 09:43:04
Cat,Grape,3,Afternoon,2024-06-28 19:40:51
Cat,Apple,2,Morning,2024-01-07 22:26:15
Dog,Watermelon,5,Evening,2024-06-09 01:00:02
bird,Banana,5,Evening,2024-01-31 18:05:49
Dog,Apple,1,Afternoon,2024-06-19 07:00:27
Dog,Orange,3,Evening,2024-06-01 06:00:17
Cat,Banana,4,Evening,2024-01-24 09:03:15
bird,Grape,1,Afternoon,2024-07-08 19:38:19
Cat,Banana,2,Morning,2024-01-28 18:13:03
Cat,Grape,1,Evening,2024-04-15 14:27:14
bird,Apple,2,Morning,2024-03-16 14:00:15
Cat,Orange,2,Afternoon,2024-03-01 07:42:46
Cat,Orange,4,Afternoon,2024-01-30 13:47:03
bird,Orange,1,Morning,2024-07-06 01:25:09
Cat,Apple,4,Afternoon,2024-05-19 16:52:46
Cat,Banana,2,Evening,2024-05-08 15:09:15
bird,Apple,4,Afternoon,2024-01-25 15:59:08
Cat,Banana,2,Morning,2024-03-30 01:00:37
Cat,Grape,1,Morning,2024-02-09 17:36:54
bird,Watermelon,3,Afternoon,2024-01-24 08:41:34
Cat,Banana,1,Afternoon,2024-02-10 07:03:24
Dog,Grape,5,Afternoon,2024-02-21 15:37:14
Dog,Orange,3,Morning,2024-02-23 13:11:25
Cat,Watermelon,1,Morning,2024-02-20 16:47:40
Dog,Apple,3,Evening,2024-07-01 06:00:46
Dog,Watermelon,1,Morning,2024-03-18 09:06:42
Cat,Grape,3,Afternoon,2024-01-11 17:36:34
Dog,Watermelon,1,Morning,2024-04-19 23:57:49
bird,Watermelon,3,Morning,2024-04-13 08:57:49
Cat,Banana,1,Afternoon,2024-02-22 13:03:00
Cat,Watermelon,3,Afternoon,2024-06-26 00:36:21
Dog,Watermelon,4,Afternoon,2024-04-30 05:20:14
Dog,Grape,5,Evening,2024-05-20 21:28:42
bird,Banana,2,Afternoon,2024-07-11 05:14:46
Cat,Banana,1,Morning,2024-06-14 09:52:22
Cat,Watermelon,1,Afternoon,2024-03-31 07:19:13
Cat,Apple,5,Afternoon,2024-07-10 12:25:01
Cat,Grape,5,Evening,2024-02-11 11:21:52
bird,Watermelon,3,Evening,2024-07-13 19:46:14
Dog,Banana,4,Afternoon,2024-03-10 11:38:30
bird,Apple,5,Evening,2024-04-26 09:32:42
Cat,Apple,4,Afternoon,2024-01-24 07:34:38
Cat,Orange,3,Evening,2024-03-07 10:45:37
Cat,Grape,3,Evening,2024-03-06 02:10:37
Cat,Banana,5,Afternoon,2024-04-24 12:43:02
bird,Banana,2,Morning,2024-06-12 21:16:04
Dog,Apple,4,Morning,2024-04-03 04:56:38
Cat,Grape,3,Morning,2024-06-01 19:38:41
bird,Grape,5,Evening,2024-05-06 11:20:27
Cat,Watermelon,5,Evening,2024-01-22 11:32:29
Cat,Watermelon,3,Morning,2024-01-28 12:33:02
Cat,Banana,5,Afternoon,2024-02-04 09:16:00
Dog,Orange,2,Morning,2024-07-15 11:08:26
bird,Banana,2,Evening,2024-01-06 20:23:36
bird,Orange,1,Morning,2024-04-17 05:09:13
Dog,Grape,2,Afternoon,2024-06-24 05:39:28
Dog,Apple,2,Morning,2024-07-03 19:07:39
Dog,Banana,1,Evening,2024-03-16 04:38:44
Cat,Banana,3,Evening,2024-02-06 14:19:49
Cat,Banana,2,Evening,2024-05-04 07:05:37
Dog,Banana,1,Morning,2024-02-06 12:38:23
Cat,Apple,4,Afternoon,2024-06-19 05:15:46
Cat,Grape,4,Evening,2024-03-09 02:56:15
bird,Apple,2,Morning,2024-06-03 05:08:56
Dog,Banana,4,Afternoon,2024-01-12 09:24:04
Dog,Grape,4,Evening,2024-02-06 06:37:46
Dog,Watermelon,5,Evening,2024-02-15 12:09:21
Cat,Banana,4,Morning,2024-06-21 21:47:19
Cat,Grape,2,Afternoon,2024-05-13 10:49:33
Cat,Banana,5,Afternoon,2024-02-14 12:36:26
Dog,Apple,3,Morning,2024-02-27 06:08:06
Cat,Apple,2,Afternoon,2024-04-20 07:37:22
bird,Banana,2,Evening,2024-03-12 15:00:30
bird,Watermelon,1,Afternoon,2024-01-06 09:09:21
Dog,Orange,2,Evening,2024-02-10 08:44:37
bird,Grape,2,Afternoon,2024-07-01 20:46:14
Dog,Grape,1,Evening,2024-01-23 21:38:45
bird,Orange,5,Afternoon,2024-03-08 22:28:53
Cat,Orange,3,Morning,2024-02-06 03:01:54
Dog,Grape,2,Evening,2024-04-09 03:28:22
Dog,Banana,3,Evening,2024-02-22 23:10:59
Dog,Grape,5,Afternoon,2024-03-06 10:27:54
Cat,Apple,1,Morning,2024-06-18 11:28:51
Cat,Orange,1,Afternoon,2024-03-24 20:57:13
bird,Watermelon,1,Morning,2024-01-24 09:41:50
Dog,Watermelon,1,Evening,2024-07-09 12:49:10
Dog,Orange,4,Morning,2024-04-28 11:34:10
bird,Watermelon,5,Morning,2024-05-01 23:01:31
Dog,Apple,3,Afternoon,2024-01-25 08:59:29
Cat,Apple,2,Afternoon,2024-01-06 23:38:38
Cat,Orange,1,Afternoon,2024-05-22 22:42:56
Cat,Watermelon,3,Morning,2024-04-09 11:35:19
Dog,Watermelon,4,Evening,2024-07-09 15:28:04
bird,Watermelon,3,Afternoon,2024-03-05 19:36:29
Cat,Watermelon,3,Afternoon,2024-02-09 17:03:18
Cat,Watermelon,1,Evening,2024-06-04 05:52:13
Dog,Orange,4,Evening,2024-02-17 17:25:06
Dog,Orange,3,Morning,2024-05-13 16:46:13
bird,Watermelon,5,Evening,2024-03-15 16:38:06
Cat,Orange,4,Afternoon,2024-03-21 07:14:53
Cat,Watermelon,2,Evening,2024-07-08 22:14:11
bird,Apple,1,Evening,2024-02-26 22:54:59
bird,Banana,2,Evening,2024-03-04 22:44:33
Cat,Orange,3,Evening,2024-01-25 06:02:59
Cat,Grape,5,Evening,2024-05-18 01:32:41
Cat,Watermelon,5,Morning,2024-06-12 12:50:06
bird,Banana,4,Afternoon,2024-02-06 10:40:30
Dog,Apple,1,Evening,2024-01-25 22:46:08
Dog,Apple,5,Morning,2024-04-21 01:08:54
Cat,Orange,3,Evening,2024-01-30 16:46:17
Dog,Grape,5,Evening,2024-06-23 18:26:42
Cat,Grape,5,Morning,2024-01-23 14:12:07
Dog,Grape,1,Morning,2024-04-16 05:55:18
Cat,Grape,1,Evening,2024-03-28 14:05:05
bird,Apple,4,Afternoon,2024-04-17 01:20:33
Dog,Banana,3,Evening,2024-02-29 06:32:35
bird,Apple,4,Evening,2024-06-09 23:03:10
bird,Grape,5,Evening,2024-05-27 23:36:33
Dog,Orange,5,Evening,2024-03-05 23:15:19
bird,Orange,4,Afternoon,2024-06-16 14:52:28
bird,Grape,1,Evening,2024-06-30 16:40:04
bird,Grape,4,Morning,2024-07-09 01:00:39
Dog,Watermelon,2,Afternoon,2024-04-16 01:23:28
Dog,Apple,1,Evening,2024-06-09 21:00:35
Cat,Grape,2,Afternoon,2024-02-22 00:31:06
Dog,Watermelon,4,Afternoon,2024-06-09 21:08:39
bird,Grape,4,Morning,2024-04-04 17:26:07
Dog,Orange,3,Evening,2024-02-09 21:42:34
Dog,Watermelon,4,Morning,2024-06-09 08:21:11
Cat,Apple,1,Afternoon,2024-02-01 07:36:44
bird,Orange,2,Afternoon,2024-03-15 16:30:44
Dog,Grape,3,Evening,2024-04-13 15:48:26
bird,Orange,2,Morning,2024-07-03 04:40:40
Cat,Grape,2,Morning,2024-02-08 17:08:58
Dog,Grape,3,Evening,2024-03-25 14:56:16
Cat,Grape,3,Afternoon,2024-02-28 03:59:35
Cat,Orange,1,Evening,2024-03-07 15:21:17
Dog,Apple,4,Evening,2024-05-10 23:13:47
Cat,Orange,5,Afternoon,2024-06-19 12:41:58
Dog,Apple,4,Afternoon,2024-02-15 10:35:32
Dog,Apple,1,Evening,2024-06-07 06:24:05
Cat,Grape,2,Morning,2024-03-12 21:41:05
bird,Orange,3,Morning,2024-06-01 00:29:25
bird,Apple,3,Afternoon,2024-05-07 02:17:50
Cat,Grape,4,Evening,2024-04-01 19:39:05
Dog,Apple,3,Morning,2024-06-11 16:52:53
Cat,Grape,1,Evening,2024-01-23 17:32:41
Cat,Banana,1,Morning,2024-03-29 16:38:12
Cat,Orange,4,Morning,2024-05-09 13:07:41
bird,Apple,4,Morning,2024-02-18 15:11:30
bird,Grape,4,Morning,2024-02-20 04:53:40
bird,Orange,3,Afternoon,2024-02-07 23:58:12
Cat,Grape,4,Evening,2024-06-02 05:56:55
bird,Orange,4,Evening,2024-05-03 10:42:12
bird,Watermelon,2,Evening,2024-03-06 23:15:50
Cat,Banana,3,Afternoon,2024-05-13 01:28:20
Cat,Apple,5,Morning,2024-04-04 09:04:50
bird,Apple,5,Evening,2024-01-13 17:31:16
Cat,Grape,1,Morning,2024-05-07 03:31:56
bird,Grape,5,Evening,2024-03-25 03:21:45
bird,Watermelon,3,Afternoon,2024-04-25 22:46:36
Dog,Watermelon,5,Afternoon,2024-05-21 14:02:52
bird,Banana,1,Afternoon,2024-07-11 18:12:37
Cat,Watermelon,5,Morning,2024-07-03 17:52:00
Cat,Watermelon,4,Morning,2024-02-14 22:11:36
Dog,Banana,1,Morning,2024-02-21 02:43:35
Dog,Banana,4,Morning,2024-06-25 19:01:02
bird,Grape,2,Morning,2024-07-07 03:32:43
Dog,Banana,2,Evening,2024-02-09 16:07:12
Dog,Watermelon,5,Afternoon,2024-05-10 17:41:04
Cat,Grape,4,Evening,2024-06-10 04:33:24
Cat,Watermelon,4,Evening,2024-01-16 17:42:24
Dog,Apple,4,Morning,2024-05-10 13:34:23
bird,Orange,2,Evening,2024-03-28 13:13:13
bird,Orange,3,Evening,2024-02-19 08:30:38
Dog,Banana,5,Afternoon,2024-03-04 03:31:18
Cat,Apple,5,Evening,2024-03-21 22:44:27
bird,Grape,3,Afternoon,2024-02-21 22:01:43
bird,Apple,1,Evening,2024-06-08 03:42:23
bird,Banana,3,Morning,2024-05-29 09:51:02
bird,Orange,2,Morning,2024-04-12 06:21:33
Dog,Banana,5,Evening,2024-06-28 19:00:01
bird,Watermelon,1,Morning,2024-01-12 18:07:00
Cat,Grape,5,Evening,2024-07-14 08:47:11
Cat,Orange,3,Evening,2024-07-16 13:59:39
bird,Grape,1,Morning,2024-04-06 17:32:55
bird,Banana,2,Afternoon,2024-04-21 03:13:36
Cat,Grape,3,Morning,2024-03-30 13:18:18
Cat,Grape,3,Afternoon,2024-04-24 02:22:45
Cat,Banana,3,Afternoon,2024-05-08 03:30:21
Cat,Grape,5,Afternoon,2024-02-01 05:46:31
Cat,Banana,4,Evening,2024-03-15 20:42:46
Dog,Grape,4,Morning,2024-05-16 14:49:22
Cat,Banana,4,Afternoon,2024-06-15 22:09:51
bird,Watermelon,2,Evening,2024-02-26 14:16:54
Dog,Grape,3,Morning,2024-04-27 01:59:57
Cat,Orange,4,Morning,2024-04-12 23:53:35
Dog,Grape,2,Afternoon,2024-06-17 14:58:21
bird,Orange,5,Afternoon,2024-04-28 05:23:32
Cat,Watermelon,5,Morning,2024-04-03 19:25:57
Dog,Banana,1,Afternoon,2024-02-22 04:37:06
bird,Watermelon,5,Morning,2024-04-07 02:41:45
bird,Grape,3,Afternoon,2024-02-26 02:34:07
Cat,Orange,5,Morning,2024-02-12 20:28:04
Dog,Banana,2,Morning,2024-06-17 19:39:37
bird,Apple,1,Morning,2024-04-09 20:14:28
Cat,Grape,5,Afternoon,2024-04-24 20:17:18
Dog,Apple,1,Evening,2024-04-09 10:08:41
